label,title,content
1,"THE BEST MOVIE I HAVE EVER SEEN, PERIOD... END OF STORY","The Last GameAll I want to say:1) I hate sports2) I hate football3) I love movies4) I was forced to watch it... and think it is better than SPELLBOUND, or any MICHAEL MOORE film,or even HOOP DREAMS, which is the only other sports film I respect fully.I went to a great school, and majored in film history for criticism work.I know great docs- this is the best one I have ever seen- they were VERY lucky and very TALENTEDto focus on family and flaws--- not just football.Asha"
1,Wonderful Device,I purchased the Hitachi Magic Wand as a Christmas present for my sweetheart. It's everything you read about here! A great massage especially for sexual stimulation! We both are impressed with the results!
0,"Poor packaging, so wasteful","Great cream, love it, and would give 5 stars, but halfway through, it gets difficult to push out the product. It's true of all their products in this hard plastic tube--PLEASE change the packaging material to a softer one!"
0,Some Bad Writing.,"I am a history teacher, and I got this as a gift. It is unspeakably bad. As a previous reviewer mentioned, it is rife with grammatical errors and is nearly unreadable. I feel bad trashing someone's work, but really - don't waste your time. A student who wrote like this would be lucky to earn a ""C""."
0,total waste of time!!!,Don't bother with this sucky movie!!!Story line was awful! To many different themes going on.
1,good solid album,If you like rainbow then you should like this one. Good production good songs great guitar playing. Not the best rainbow album but worth buying.
1,A good book at a good time,A must read for everyone with faith. God's Policits is a good book at a good time.
0,paint by numbers,"I just couldn't take it. I don't demand revelatory originality in my escape reading, but this was such an obvious rip-off of LOTR, I couldn't stomach it. Every single element was a blatant substitution for something from Tolkein, and so obvious it was distracting!Instead, I foundThe Belgariad, Vol. 1 (Books 1-3): Pawn of Prophecy, Queen of Sorcery, Magician's Gambitand got my fantasy fun. Sure, it's archetypal to the point of cliche, but with its own internal logic and some satisfying psychological insights, so I was able to enjoy it on its own terms, not as a thinly veiled copy of something better."
0,The true about DVD copying,There are many free utilites that you can use to copy DVDs to CD on the Internet. This software has just use what has been around for a couple of years and put it in a package and resell it. I bet you can get better quality and options if you download these utilties yourself.
0,Waste of money,"Do not waste your money on this book. I was able ro read a friend's copy (which he paid $3 at a garage sale). This book was obviously done as a self-promotional tool.Instead of buying this book, Google search the items in the table of contents which are provided for you by Amazon. You will gain a lot more knowledge than what is in this rag. What really gets me, is that he is charging a large amount of money for a book that has readily available information on the Internet.If you want to waste $27, buy this book. Otherwise, do some basic research on the Internet and gain more knowledge than this book or its author has to offer."
0,Rather Dull Book,"Disappointing. In my opinion the title is misleading, it's more compendium of objects you might use on your altar than a ""complete guide."" Illustrations are only line drawings, paper is very cheap. I don't get the sense of quality that the subject deserves. Some helpful information."
1,The best clawhammer instruction video I've seen,"The basic clawhammer strum takes time to develop. (Ive been at it for a year, and it's starting to sound pretty ripping now!). This video is great, goes through everything slow, has good songs, which progress from easiest (basic strum) to hammer ons and pull offs, then to doubble thumb, then finally to drop thum, which he says takes you through beginner to intermediate. I think drop thumb is pretty tricky, so I might put it beginner to advanced. Like I said, I've been at it for a year, and I'm not through to the end of the 2nd DVD yet, and can't drop thumb that well. I would also recommend checking out the ""daily frail"" from patrick on youtube.com, as he is a great teacher too. Watch out though, clawhammer is more additictive than crack, and could lead to broken relationships with those around you!"
1,"How ""Hard Rock"" would be carried to the next Century","Listening to this latest CD of Gov't Mule, I can't help wonder all these new venue Warren, Allen and Matt have made to approach an epic style of music that started it all. Good heavy guitar and solid backup rythym. Hard rock, spice with blues and jazz manuevers. Contemporary style on an age old music we call ""rock"" which I would say, nobody knows how to play anymore. Noting that this would be norm on how to do this music and bring it all the way to the next century, where the Mule would be leading this task. After seeing Gov't Mule live in Seattle, I decided right there and then that this would be my favorite band from that time on. Talent and the essence of the music is what really counts in the end, too sad you seldom find it nowadays, except for a few exception, like the Mule."
1,Wow....,"I played this at my friends house and was immediatly hooked. I went out to target and got it the next day. It was soo awaesome. It was excelent how my 2 bros. could play with me on multi-play. And for any mothers or fathers who are reading this and are having second thoughts about getting this be cause it's Teen, it shouldn't be teen. It should be E ten and older. it's basically most famous cartoon characters (Bowser, Donkey Kong, Mario, Samus and alot more) meleeing eachother untill the opponent falls off the edge. Doesn't sound alot like a T game to me! ANyway, if your looking for...-alot of fun-a non (extreme) violent game-a 4 way multiplayer-a game thats fun to play after a stressful day,GET IT!!"
0,Saitek P2600 Rumble Pad PC Game Controller,I bought this together with my Half Life 2: Episode pack but unfortunately the key pad on the controller doesn't want to function on this game. So for me this is a lousy PC Game Controller and I'll not recommend this to anybody.
0,Not Happy!,"I purchased this chain saw as a gift. I received it in two days which was great. It ran for a few minutes after the initial start, then it quit immediately. I called the company and they told me it had to be calibrated for the state I live in. They gave me two places to take it too, one with a 2 week wait period the other with a 5 day wait time. Very disappointing. I have a new saw and no guarantee that it will work. The company I was directed to have the calibration done, told me they have never had to do this for new saw. I have always trusted Amazon to purchase items through but this purchase was a mistake."
0,The batteries are worthless,"I bought these and don't really use them. Only one battery keeps a charge, and that's only for 2 hours. It's cool to see the pretty blue light, but other than that these are in the back of a closet taking up space. I never play Wii but bought these thinking i would. If i played a lot i would hate these more than i hate Apple, but lucky for these, i don't. If you're looking for a cheap alternative to the store prices, look elsewhere. These are filled with failure and get charged with disappointment!"
1,Ducky Tub,"My son had one of these. I wanted one for my niece, 17 months old and afraid of the ""big"" tub. I couldn't find one locally, so ordered from here. My little tub arrived in about 4 days and my niece LOVES IT!!! No longer a fight to get her in the bath, just out."
1,Good book second time around,I recently re-read this book for a book club. Last time I had read it was probably 10 years ago. I felt it stood the test of time and I enjoyed it more this time than last probably because my knowledge about the bible was stronger this time around.
0,cool looking coffeemaker really is disapointing,"i too loved this coffee pot--- for a few months. it made great coffee, faster than most pots. it looked very cool sitting on my counter. i didn't have pot long enough to descale more than twice(the ""needs descaling"" light came on) then one morning my pot made coffee without using all the water. the next day it would not come on at all. it is true,this is a terrible waste of money, even at ""bargain price"" beware !"
0,Retained Mode is Dead,"Why write a book about D3D RM. It's dead, Microsoft dropped it. Makes this book a big pass."
0,Purchased 2,1st one started leaking from fresh water tank aftor 8 months.2nd one started leaking aftor about 9 months.They do make good coffee so i convinced myself the first pot was just a dud.Not So.
0,My Opinion of Ms. Skom,"I did not read this book, but I did take a class with the author, Edith Skom, at Northwestern University. She is an arrogant, snotty woman with little care for whether her students are learning. So in the name of all that is good and decent, do not read this book or try to purchase it-- if, that is, there are any copies of her retarded books still extant."
0,More pop? No thanks...,"Obsession from Eighteen Visions was probably one of my top CD's I owned, so I decided to give this CD a shot obviously - I was counting the days until its release.After doing a run through on the CD, I was very disappointed. They seem to have regressed in evolutionary sound, Obsession was much more raw, harder and interesting to listen to compared to this. You can tell that they had major record label influence to turn out songs they could play on the radio.I can honestly say I only like two songs on the entire CD, I hate their single Victim - it's not even that good of a song to begin with!The only songs I can say are worth listening to are Black And Bruised, and The Sweetest Memory. Although even the best of the best on this CD are still sub par compared to anything on Obsession.It saddens me when bands lose their sound, because that's what happened with Eighteen Visions."
0,Broke in a month or two,"Nice little cooker, but the button broke in about 2 months. I took it apart to try to fix it and the button is held on by two tiny screws into little plastic holders that were broken and ruined. I'm not hamfisted, so not a very strong setup for the only moving button on the thing. Oh well, that's why it's $15. Makes me mad though because now it's in the landfill and I would have gladly paid a few extra bucks (or more like 25 cents) so it would last longer."
1,Dark forces meet Film Noir,"I am a fan of this sort of thing but found myself being bored of the Soap Opera which Buffy became and was really happy with the dark, film noir aspects of this series.Angel is a dark, batman like figure who would prefer to do his part and return to the shadows of his home to brood and revell in his lost love and cursed life (Not a bad concept, but old fast), so you introduce the quirky ex Buffy character Cordellia (played by the extremely hot Charisma Carpenter) and the likeable Irish sidekick Doyle and you have comic relief and a way to get into the plot through the fact that Doyle recieves visions of people in need of help.I really enjoyed this series which was moving in parts and even had some chilling moments (rare these days).I feel the show went down hill after this series, but this series holds true to a great concept (that darkness is just under everyday life).It's up there with the greats such as, Night Stalker and the early Xfiles series.Check this out."
1,This book haunts me 6 months after reading it!,"This is the most profound book I have read in 2007. I think about it often and my book group seems to revisit it every month even though we read it 6 months ago. This is a raw story of healing and torment, not self indulgent or too self absorbed like many other acclaimed memoirs. I loved it and could not put it down"
1,My 2 and 4 year old LOVE this!,"My 2 year old is obsessed with the story of The Three Little Pigs. I got him this movie as a B'day present and he and my 4 year old love watching it. The several short cartoons hold my boys' attention much better than one full length movie. None of the content is scary and aside from the Big Bad Wolf saying that one of the pigs looks stupid, there aren't any words that are unsuitable for young kids."
1,Ella enchanted was much better but this was a great story.,"It was too predectable, I could easly figure out what was comming next. It was a very odd story though and I like that in a book."
1,A True Talent In The Making,"After winning American Idol in 2004, it became apparent that Fantasia was bound for success. This single cd, though only three tracks in length, is just a glimmer of the true talent that is to come from Fantasia.The powerful, moving ""I Believe"", the funky ""Chainb of FoolS"", and the light, calm ""Summertime"" all showcase a slwaless star who is bound for much success and greatness in her years to come."
0,AT LAST!!!,"I have always loved Cyndi Laupers voice and knew it was powerful. However, I was so saddened when I purchased this album. I felt that the only good song on this album was AT LAST!!! It was done so well, yet the other songs were remakes of classics in such a strange unrecognizable way. I found this album horrible, its the music that follows the songs and the restructuring of the classic songs that ruined it for me. I think Cyndi could have performed these songs with classic melody and displayed her voice more. SHe is so gorgeous and talented and has so much power behind her voice. I will say that the song AT LAST rocks!!! I also thought Making Whoopi was kind of cute. I just felt so let down by the rest of this album."
1,Great,"Works well with my 4G sansa clip. USB connector is a little loose, but does not seem to be a problem."
0,The War Is Lost,"It's cinematic gentrification. Erasing history. 'Nuff said.Cleaning up the edges is one thing but adding or removing anything makes it a whole new movie.There are plenty of directors and producers who have always said that as soon as a movie is made and released, it is no longer theirs but the audiences. These were OUR movies not his to do with as he pleased."
1,"What was unclear before, is now clear.","I've been administering Checkpoints for about a year now. Like many admins I learned how to do it in a trial by fire. Well all I can say is I wish I had this book a year ago. The author explains everything clearly and I finally understand certain things that have been bedeviling me for a year now. Bravo Phoneboy. If you administer CheckPoint firewalls you gotta buy this book. It is indeed ""essential"". Excellant job!!!!!"
1,Great Studying Material,"The ACSM certification review is amazing to refresh your memory (or learn how the ACSM test is based) to build you up for your big test.Lots of info to absorb,and for me its more of a reminder for what i learned over the past year (graduated fitness technician woot!).But definately reccomend it.-J.Benavidez,Cpt"
0,The only dog toy I've ever returned,"I was really disappointed in this toy. I bought it to keep my dog busy. She is a chewer, but she has never bothered to chew up rope toys before, so I thought this would be a good fit. Unfortunately, she DID chew up the rope--maybe because there were treats on the other end of it inside the bottle. This wouldn't be a problem if the rope was replaceable. It isn't."
0,"Ambitious, but...","On the plus side, this is ambitious, creative, original writing.On the negative side, the narrative is often incoherent, and sometimes so emotionally shattering that one longs for it to end. It is also marred by a persistent ""Aren't I clever?"" whispering around the edges of the text.Overall, it is worth reading if you have some spare time, but seriously flawed."
0,piece of crap,this is a pointless book and i hope you burn it muahahaha! i read it at my pal's home and it has no point. You are paranoid. i hope u kie.
1,Brilliant,"This book reveals the inner thoughts and feelings of those we hold close. It is thought provocing - and hits a chord with children, and adults alike - that you never really loose touch with those that mean alot to you...they are there and always will be. Thank you Claire for your insight."
0,ok bad bad bad bad,1st off hogan vs warrior worst wm main event of all time hell brock vs goldburg was better then this trash just shows u how bad they are.do not buy this tape.hogan vs andre was a better match then this.
0,Case Review,"I love the case and it fits my w580i perfectly; however, it is unusable because it has a magnetic clasp and sends a busy signal every time I remove the phone from the case when it is ringing."
0,Terrible,"Yeah, I know this song is almost 13 years old, but I came across it the other night for the first time in years. I was so repulsed that it moved me to officially vent. I hated it then, and I still hate it.These guys (especially Fluff Daddy) are a big part of the reason that music has gone down so much in quality. They take someone else's music and then mumble on top of it and think they are artists. Seriously, these guys talk like their mouths are filled with marbles or marshmallows. Just when you think it can't get any worse, The Notorious P.I.G. chimes in to say, ""I've got even more marshmallows in my mouth and I can still rap!"" Well, you won the round of Chubby Bunny, guys, but we all lose."
1,My first Durutti Column purchase..this one is a keeper...,"Wow. Someone Else's Party just showed up on my doorstep today. I was captured by Requiem for Mother on Radio Paradise and bought this album on a whim (I trust RP's judgement immensely)...I am VERY happy...I can tell this is going to be one that just keeps spinning and spinning. I am new to Durutti Column/Vini Reilly but can tell that I will be listening to all I can find - this music just completely defies categorization...somebody called it offbeat and trippy - which definitely apply. The guitar playing is just sublime and masterful...and unlike ANYTHING I've heard come out of a chunk of wood and some steel strings before...classical, flamenco, rock influences all around, but blended with clearly virtuoso talent. Wow. This one is special."
1,This is the one to buy...,"If you only buy one zydeco collection, this is the one to buy. Putumayo is a label that specializes in world music. All their releases have beautiful artwork and include a booklet with notes about each song. This release is a great compilation of recent and current and most of it rocks. A sampling of the more popular musicians include...Beau Jocque...Nathan & the Zydeco Cha Chas...Boozoo Chavis...Queen Ida...Clifton Chenier...Buckwheat Zydeco...and Chris Ardoin does a cover of ""Pass the Dutchie"""
1,Shel Silverstein's Falling Up will not let you down!,"Falling Up is the third collection of poems and drawings offered to us by the multi-talented Silverstien.This book will appeal to the child and inner-child alike.Regarding age, this book like: ""Where the Sidewalk Ends"" and ""A Light in the Attic"", knows no boundries.In addition to being a poet, Shel Silverstien is an accomplished cartoonist, playwrite and lyricist.Mr. Silverstein played a big part in the early career of Dr. Hook, writing such hits as ""The Freaker's Ball"", ""Cover of the Rolling Stone"" and many others.The popular country classic ""One's on the Way"" by Loretta Lynn was penned by Shel Silverstein.The Irish Rover's signature song ""The Unicorn"" was also written by Silverstein and can be found in ""Where the Sidewalk Ends"".If the author is Shel Silverstein, you can't miss, as the copy within is sure to be a hit!"
0,Not helpful,"Didn't notice any results. Maybe I didn't use it long enough, but I didn't notice any benefit at all. Would not recommend."
1,A Great Investment,I purchased the 305 after almost 6 months of review and feedback from friends. It has been the best investment I've made in my training. I'm still learning all of the features but the immediate ones I needed were perfect right out of the box.
1,nok hockey,"Ordered it as a Christmas gift and thought I'd get it after the holiday, but it got there 3 days after I ordered it. I was happy with the quick delivery, and everything was in tact."
0,No luck with the camera and the company,I received this camera as a Christmas gift. The batteries actually pop out of the camera without warning. The driver software is defective. I have gotten the software to work one time. I contacted the company about the problems with the camera and software. I have yet to get a reply or any assitance of any kind. My advice is to let that camera decorate the shelf on the shop where they sell them.
1,Sweet!!!!!!,This blade is really sweet!!! But it doesn't seem to win much unless you use the special rule (Launch 5 seconds after opponent.). Although a few times when I was fighting driger-s I crushed him out of da stadium. Get this blade even though it isn't good at endurance or attack I like it. Dranzer-s Seems to win more then this but I like this better.LET IT RIP!
0,Thank goodness I didn't buy this one!,"Muddled. Incomprehensible. Just plain bad. I'm not sure what movie everyone else watched, but the Pirates 3 movie I watched was horrible! And plus, it was just another sequel setup. That's enough, Disney."
0,Worst test prep book I have ever used.,"As other reviewers have suggested, this book is FULL of errors. I used this book (along with the official guide and the REA book which is much better) for my preperation and found it to be virtually useless. There are so many errors that I found myself unable to trust the book as a source on any information that I didn't already know to be accurate. Which of course defeats the purpose of a study guide. Many of the mistakes are obvious, but perhaps more problematic are the several instances where the author explains a subtle point in error.This book is not worth the time."
1,A classic,"Anywhere But Here, personally, is my favorite movie of all time. Natalie Portman and Susan Sarandon were the perfect cast. The movie shows Ann (Portman) just trying to get by on life. This movie moves to be quite deep and one that is full of emotion because of its characters that so many people can relate to. A classic with no doubt and one of the most underated films ever! I LOVE THIS MOVIE!!!!!!!!!!!!!!!"
1,Full of smiles and heavy-up on charm,"For anyone who grew up in a small town, this book is wonderfully nostalgic. It is absolutely pure downeast flavor. Beautifully believable characters and wonderfully depicted Maine coastal scenes. This is a charming read!"
0,Nice Attempt,"Em's mom is a burned out beeotch anyway. ID-X, who the hell are these clowns anyway? Eminem crushes these guys in every aspect of the hip hop world. This is a huge miss on her part and these horrible rappers. They are already dead"
0,THE WORST BOOK EVER MADE EVER,I wouldn't recommend this book to my WORST enemy it was SO BORING and without any action at ALL!!!!!!!!!!!! The characters were SO unrealistic the author could have made them fall on a bed of nails at 200 MPH from a 2000 story building and they would have lived.REVIEW By Why Read Such A Boring BookP.S. I WAS FORCED TO READ THIS BOOK IN 5TH GRADE BY MY TEACHER MR.EJ
0,Forget it!,"Bought this owl locally to try to keep the various birds out of my vegetable garden. No luck at all with that! I even tried moving it to different places in the garden, but the doves and smaller birds just ignore it. My daughter brought up a good point. Owls are nocturnal and birds are day creatures so why should they be afraid of owls??"
1,The Babys' best efforts,Both of these are GREAT albums. The Babys were so overlooked and it is great to hear their music on CD. My favorite band EVER!
1,The Twisted Badge,"Entertaining and informative. Anyone concerned with the future direction and intended targets of the ""War on Drugs"" would do well to study the chapter entitled ""Operation Desert Snow"" for it's revealing look at the federally funded drug interdiction programs perpetrated on our interstate highways."
1,Robust and Intense,"Raajeswari Padmanabhan, whether the pace is fast or slow, plays the veena with an intense attack and robust vigor that distinguishes her from most of her fellow virtuosi on this distinctive South Indian instrument. This approach may lack some subtlety but it makes for vibrations of energy that involve the listener's entire body. You don't just hear it, you experience it.Equally invigorating is the unnamed mridangam drummer, who may or may not be her daughter. My suspicion is that the drummer is uncredited, and the daughter is playing a backup veena, quite common in this sort of music. Voyager, noted for its scanty notes, is no help in solving this mystery. At least they do name the principal artist, which most of the time they don't."
1,GSW-33 Fixed My Whole House Fan,"This switch was just what I needed to fix my two-speed whole house fan. The old switch operated roughly ever since it was new, and finally jammed after many years of use. This one operates much more smoothly. I didn't have to enlarge the mounting hole at all. This switch comes with a nylon pull-cord extension, which I replaced withe chain extension from the old switch."
1,clairecce...,oh so scary! Youll never fix fava beans again without thinking about this movie! The characters are well portrayed and you will not forget it.
0,No Stars,"I can't believe that they rearranged the Insert/Home/Delete/End/PgUp/PgDn keys! Being a veteran computer user, gamer, and touch-typist, this keyboard is useless to me. Every time I go to hit one of these keys, I end up hitting the wrong one. Whose bright idea was it to change this key layout that's been working for more than 15 years??? What is Microsoft going to do next, rearrange the letter keys? Idiotic keyboard. Stay away."
1,WONDERFUL!,"I decided to give this book a try after reading all the reviews. I was so into this book, I read it in 2 days. I felt like Frankie and Clay were my best friends; I got so wrapped up in this terrible ordeal. I felt so helpless! The love Frankie and Clay had for eachother was awesome. The way the book ended left me with such a smile on my face :) I will continue to read Sharon Sala and am glad I have found such a great author!"
0,Just BAD,"This movie was so bad that I am speechless. And, what was Lee Majors thinking about when he agreed to do this movie?Terrible movie... really bad."
1,Very pleased,I was impressed with the fast service and the quality of the product. I would purchase from this seller again.
1,Great Product,Great price for this machine. Relatively easy to assemble and very easy to use. The hand attachments are great and has great suction to clean chairs sofa - using this on a rug is very easy and the trick is to go slow so you remove all the dirt. I highly recommend this product.
0,Keep shopping,"This music from an early-70s concert is great. The only reason for the low ranking is that all these tracks are available on ""Black Myth/Out in Space [LIVE],"" available in August 2005 from Amazon. The latter release gives you two CDs, not one, from two concerts, not one - and for a slightly lower price. ""End of World,"" however, gives you cool cover art by Jerome Bosch."
1,Show Boat Scenario for Orchestra: Glorious and Forgotten,"Well, nearly forgotten, and undeservedly forgotten. Does it transport me to another world because I first heard it when young and impressionable? No, there's beauty and emotional power in the music that makes listening an adventure every time, and I feel sorry for anyone not swept away by it. This is the best recording of several I've heard, my only complaint being the ""distant"" banjo. Altogether, it's an excellent performance and recording. (And by all means, avoid John Mauceri's version with its heartless cuts.)"
0,one woman's self obsessed rantings,"I bought this book thinking it was about someone's search for meaning. It turns out this woman is just really really self absorbed. I can get this kind of trash from reading the celebrity mags. My advice to her, pick yourself up and get a life; there are millions of people out there with REAL problems."
0,Tito,"I got this just for ""I Like It Like That"" because I couldn't find the Blackout Allstars single anywhere. A lot of this release, Tito sounds like he's trying to be the Latin Barry White."
0,Showering in kitchen,"This is my third Brita in last one year. First two got the problem with indicator.However, this one is most annoying of all. It is showering in my kitchen. I have read for this particular issue in many reviews but never realize it could happen like this... I have to tighten the screw almost 2-3 times in a day. It's keep on coming off. It is the same tap and Filter unit type I am using since last five years however this one is coming off and again. Screw threads seem to be broken and water is sprinkling out. Last week I put my water bottle and went in the living room to check on our toddler, when I came back the whole kitchen was in a mess...I have to order for new one now as I have spare filters from Brita."
0,Horrible,"I purchased one of these and entered a room that was 34 degrees Left the fluke 62 in there for a couple hours while I was in there. Four separate thermometers in various locations all read 36 and the flue checks the same area's at between 22 and 28. I haul produce and I I had relied on this it could possible cost me several hundred or thousand dollars in damages. 34 is cold, 28 is froze. This variance is unacceptable. When I showed the person running the warehouse he laughed at me and offered me a look in a drawer. He pulled it open and there was 5 of the same exact things. He told me they are a joke and that I wasted my money. It may be great at 500 degrees but at or near freezing it's useless."
1,amazing indi,"I watched this at a young age and loved it, and I love it even more today. It's a great story that both touches and makes you laugh. I def recomend it."
0,horrible,"I bought this tea at an Asian market here in town. the box looks the same but the tea was horrible. It doesn't look like little green balls of tea leaves, it looks almost black. No tight little balls, the leaves expanded a little bit when in the water, there are tons of stems just thrown in there. It looks like shredded little leaves and stems. The tea turned out yellowish brown. I can stand anything just about anything so this was drinkable, but the quality was terrible. I don't know if this is how the brand always comes or if there was a problem with mine."
0,"Worked fine for a few months, now nothing. no lights no power.","I am on the internet searching for a way to repair this oven, and the first link that came up was amazon, so I thought I would put my 2 cents in. We got it for a disabled friend of ours and it worked fine for awhile, but one day it just stopped. No lights, no heat, nothing. Seems to be fairly common with this oven.We selected this oven because the build quality felt solid and the design and styling was good. I would be wary of this model. The funny thing is there is really nothing to break in a toaster. I mean the moving parts (dials, trays, etc) all work fine still. The rest is solid state and should last 20 years. So much for that idea."
0,cheap and poor quality,this stopped working shortly after purchase. new battery didn't help- it works only while you push in hard on the rotating on/off switch. just poor quality control.
1,Interesting and inventive,"A simple story that brought you back to experience what life must have been first hand for those less well off. Also, made me think about how, for some including Vermeer, art was a way for them to make a living - not just a past time or secondary pursuit. Well written. Can see how hollywood grabbed it up."
0,2 hours long and 40 minutes of dialogue. Seriously.,"This is one of the most boring movies I have ever seen. The plot just never comes together (apes discover monolith, man discovers monolith, computer goes crazy, man discovers bedroom on the other side of the universe). What is the monolith anyway? And just why did Hal go crazy? I give this movie three stars because Hal is a great bad guy, and I love the scene where he sings ""Daisy"". Very cool special effects, esspecially that psychaelic nebula. Other than those few points, Stanely Kubrick is a sick man. Just watch A Clockwork Orange and The Shining to find out why."
1,Medium and fine Riffler Rasp sets,"Rifflers were what I expected. Function as expected. What more could I expect? Working intricate shapes in hardwood isn't easy. Exceptionally fast delivery,"
0,This Movie was AWFUL,"I can't remember being so disappointed in a gay/lesbian movie. The DVD package was really good, and that's what attracted me to the film even though I knew nothing about it. But when I watched it, I found that I was laughing out loud - not at the film itself (which tries to be a quirky dramedy), but because it was so earthshatteringly awful. The acting was bad, the script was worse, and the direction was terrible, as was the music. The only reason I kept watching it was to see just how much worse it could get, and in that respect it didn't disappoint me. What a gross, gross movie."
0,Does not clump,"This litter does not clump. When I scoop out the urine clumps, the entire clump falls apart. My cat's litter box ends up dirty the first day I change his litter. Also, odor control is worthless since urine clumps fall apart. After a few days the litter box stinks. I will move on to another brand."
1,A Personal Voice,"What I liked most about this book was Segovia's own personal voice showing through. It is, indeed, a very subjective self-portrait that romanticizes just about everything, but that's what I like about Segovia and the music he played! The book is about his life viewed through his own eyes and I appreciated the intimacy opened up to me. There are other works out there about Segovia that are more erudite, accurate, and objective but there's a real pleasure in reading this one."
0,This book is useless,"This book is useless. I am an independent producer, and I found out the hard way that no financier wants to look at a business plan. If they are in the business they want to see a script and maybe, a budget. If they are not in the business, they want to see LLC documents. See The Biz, Schuyler M. Moore, Silman-James Press, Beverly Hills, 2002."
0,"oh, dear, put it out of it's misery......","What is up with her screchy voice. Patsy Cline is probably turining over in her grave from leanne singing her song. If I could give this cd no stars, I would."
0,Short changed on toner,Cartridge was advertised as 4000 page capacity. Received 1500 pages. Will not buy from Amazon again.
1,Bad buttons,"Killer shirt, dude! High quality material, outstanding graphics. The buttons are super cool, too! Thick, round and chrome with flames painted(?) on! But...the thread holding the buttons on is a weak spot. (on mine, anyway) Several of the buttons have only one thread holding them on and the others aren't much better. One button is sewed on properly (in my non-seamstress opinion). I plan on taking it somewhere to have someone re-attach the buttons, and then plan on wearing it out. Literally! In both senses!"
0,"No, one size does not fit most!",The panties are one size fits most....if you consider most women to be size 2-4. I am not that big and these were WAY small on me.
0,Discover Aruba VHS - Mark Drenth,"This is only a short video of about 30 minutes. It certainly is not a Hollywood production; probably 2 guys with a camcorder did the whole thing. It was taken in 1993, so it's already 7 years old. It starts with a commercial for ALM airlines also. Don't expect any real specific information, only a broad overview. Overpriced ..."
1,Great product!,"I don't know whether this stuff has pheromones or not, however I do love the smell and I do get complimented on it all the time. don't use too much though, I get sneezy if I do more than one pump. I've been using it for over a year now and I don't get tired of it. I didn't get swarms of girls falling at my feet like some guys seem to expect. It's $20.00! come on! worth the price"
0,Not that good!,"Lapinator with mousitizer. I had shopped a lot (I thought) before purchasing a laptop desk, but I should have shopped more! This was a waste of money!! The rubber ""holders"" for the computer won't stay glued despite several attempts with a variety of glues; the mouisitzer is too slippery or something, because to get my digital mouse to work I must put a mouse pad on top of the mouisitzer. This item is so unacceptable I should have returned it.jkeenan"
1,A Marine's View,"As a former Marine who went to boot camp at MCRD San Diego, Reed's story brings back vivid memories. The mind actually superimposes the faces of real life buddies onto the characters. Every Marine had his own Gunny Hill and can remember the trials that form the lifelong bond between Marines. The combat sequences are incredibly realistic and put the reader right in the ""fighting holes"" with Tuck and Donnie Boy. The ""casualty call"" visit to Mrs. Hebert will leave you in tears. This is a must read for every Marine."
0,DON'T BUY THIS BOOK!,"Do not buy this book. The author, Bud Smith, counts on the GeoCities Web site as a teacher for 90% of this book. The only trouble is GeoCities has changed their web site and the examples listed in the book are no longer on the web site and you will be totally lost when the author tells you to go somewhere and when you do what you expect is not there.I felt really let down. I expected the book to teach me how to write web pages. You don't need this book at all if you follow GeoCities instructions on their web site. But you will not learn how to write your web page.If you want to throw away money, then purchase this book, but it won't work on the GeoCities Web site."
0,not worth free,These timers are horrible. They are not worth FREE ... if they gave them away you would NOT want one. They are problematic and setting them is beyond hard. Don't make the mistake of trying one.
0,Not a very good dance pad,"The madcatz dance pad is not a very good product. The buttons are small and too close together, and the design is just horrible. What was Madcatz thinking?The response on the pad is ok, about what you'd expect from 3rd party products, but there are better 3rd party products out there. The buttons don't register sometimes and you'll find that they get stuck after playing for a while.All in all, this pad isn't really worth the price and you're much better off sticking with dance pads made by Konami and RedOctane."
0,Its Murder,"Cornball musical without memorable songs. If you want nostalgia, as some of the reviews call it, listen to some old and far better Kandor and Ebb."
0,"Excellent as always, but...","Everyone who knows John Hammond's music knows that he only does covers of famous blues standards and his singing, harmonica and guitar playing are always excellent-those are known quantities, and this re-release of a 60's album is no exception. But prospective buyers should know that there is only 29 minutes of music here. So, if you're new to John's music, you should consider his Greatest Hits instead which has over 70 minutes of blues covers. But if you're a collector, you'll buy this no matter what."
0,Let me save you some money,"All of Christine Feehan's Dark series are basically the same. You have one guy who is a Carpathian which is basically a vampire but not a vampire.Then you have you have the woman who is usually a human with physic abilities or in one case another Carpathian who basically is supposedly an independent, strong woman who will not have her life ran by a man. However in the end the male always over powers the female and the female finds she can't live without him.You take an arrogant, self-centered Carpathian vampire but not a vampire male, add in a bunch of magic that can solve any problem they may have including getting the girl.Add this together with several pages dragged out sex scenes that 2 out of 3 times are in a cave and you basically have a Dark Series book."
1,A MUST READ!,"Obviously this is a good book that keeps your attention like no other. & I have to add (like all of the other reviews) that the book had a large amount of grammatical errors but It was expected because I read some of the reviews before I read the book..........On another note I loved my home girl Keisha (she's was my fav character) even though she messed up she was a good person unlike Epiphany & Shana (but that's just my opinion). Over all the book is a great read that you'll fly through. Be sure to buy Sheisty & Still Sheisty part 2 at the same time(They're like kool aid and water you can't have one without the other) lol. The book is full of drama, love, and heart break that'll have you on the edge of your seat and a surprise ending that made me shed a couple tears."
