text,label
"This is not a good movie. It is a tried remake of the English movie 'The Hitch'. But it insults the original one. This is hardly a movie you expect from a veteran director like 'David Dhawan' who is credited to directing good movies like ""Raja Babu"", ""Coolie No.1"", ""Hero No. 1""...<br /><br />The main theme for this movie is taken from ""The Hitch"" with some changes so as to appeal to the Indian audience but somehow the story and the screenplay is not convincing enough. Plus the acting from the lead roles i.e. Salman Khan and Govinda is pitiful. It seems that they need the slightest provocation to remove their shirts to reveal their bare chest. I do not consider this fascinating and least of all comic. What was the director thinking ? Added to this the viewers have to bear the case of Govinda's Over-acting. It was simply unbearable. I ADVISE THE VIEWERS TO WATCH IT AT YOUR OWN RISK. My rating of 2 for this movie could be considered to be a very generous one.<br /><br />Instead I would advise the viewers to watch the English movie ""Hitch"" which is a lot better.",0
"One of the best TV shows out there, if not the best one. Why? Simple: it has guts to show us real life in prison, without any clichés and predictable twists. This is not Prison Break or any other show, actually comparing to Oz the show Sopranos look like story for children's. Profanity, cursing, shots of explicit violence and using drugs, disgusting scenes of male sexual organs and rapes... all this and more in Oz. But this is not the best part of Oz; the characters are the strongest point of this show; they're all excellent and not annoying, despite the fact we are looking at brutal criminals. The actors are excellent, my favorite are the actors who are playing Ryan O'Reilly and Tobias Beecher, because they're so unique and changing their behavior completely. And most of all... the don't have no remorse for their actions. Overall... Oz is amazing show, the best one out there. Forget about CSI and shows about stupid doctors... this is the deal... OZ!",1
"I saw this movie with hopes of a good laugh but when I watched it I didn't stop laughing for weeks, they are such bad actors and it made this movie so much funnier to watch. ( BTW Ryan Dunn didn't eat the toy car, he shoved it up his ass) The random appearances from the skaters and Vitos parts were great. Gimme some grapes Vito.! No Valo, your grapes are at the store. I wouldn't recommend any one under 13 to watch it, frankly they wouldn't understand half of the jokes in or what they are talking about. I love VLB and after watching this movie I couldn't help but go buy it or the Viva La Bam series. What is the deal with this stupid comment thing? It has to be 10 lines what kind of Bull-sh1t is that? I should be able to write one as long or in this case as short as I want. I'm just going to keep typing until it tells me I can actually send it. Its just a waste of time, I expected to just say what I wanted, it wasn't too much but then I'm told I have to keep putting more in and then it corrects my spelling, so what if I didn't spell something right, you get what I mean still. This is ridiculously long.<br /><br />~Those who live by the Sword get shot by those who don't~",1
"OK. On the whole, this three part documentary will bring most interested people up to date with going's on in the world of physics, and the last 300 years of discovery of our universe. If you have read Stephen Hawkings brilliant book ""A Brief History of Time"" and understood it then you might benefit from the visual description of certain concepts..which i did to a certain extent. Greene is bearable, but obviously for the sake of the masses, tends to explain things in a slighty patronising way. This is of course deliberate and will be perfect for almost everyone who watches this series.<br /><br />The guest scientists were good. (no Hawking, but i suppose he has his own DVD(s) ) I kept waiting for him to appear but they rotate through the same ones for almost 3 parts... (very American weighted here, with a few Brits and one antipodean) I bought the Nova 2 Disc edition (NTSC) and there were a few inclusions that really detracted from the overall experience.<br /><br />1. The ""this is brought to you by.."" at the start of EACH part was a necessary evil for the first part, but seeing it 2 more times before It was over was very ordinary.<br /><br />2. Can't be helped I suppose but there is quite a bit of overlap at the start of 2 and 3 which had me reaching for the FFW button a few times.<br /><br />3. This disc set was straight from TV..(ie ads, what happen last show for those that missed it, and frequent ""goto pbs.org for more ...."" )appearing throughout the presentation. (quite unlike BBC material which is unmatched for presentation..Planets, The Blue Planet, etc) My 7/10 is based on content alone. The niggles were there but I got over them. If this had have been done with that classic British accented presenter( you know the one) it would be a perfect Disc set in my opinion.<br /><br />If you have seen this and want more...then I highly recommend Hawkings book "" a Brief History of Time""... I wish it was a movie too.<br /><br />Happy viewing.",1
"It's rare for a film to sweep you away within its world and leave you wanting more once the credits roll. Hayao Miyazaki's Ponyo is such a film.<br /><br />The film is the story of a young goldfish named Ponyo who wishes to become human. She swims to shore and is found by a young boy named Sasuke who promises to take care of her. Course Ponyo's father, an ecologically obsessed sorcerer named Fujimoto, tries to keep Ponyo from becoming human in order to maintain the balance of nature, which is eventually upturned when Ponyo finally transforms into a little girl, causing a massive typhoon.<br /><br />Ponyo is a very rich film. It is full of wondrous fantasy, lovable characters, and genuine heart. What director Hayao Miyazaki has done here is tell a simple little story, and while so doing creating authentic movie magic.<br /><br />Ponyo is an enchanting experience. The love between Sasuke and Ponyo is very pure and true. As well the environmentalist within Miyazaki is still as evident within this film as in all his previous works. Miyazaki shows the filth and grime that fall into the ocean in an almost startling light, not to mention Ponyo's father is on an obsessive mission to clean the world's oceans. While the story is simple, Miyazaki manages to add this extra layer to provoke thought with expert proficiency.<br /><br />The film is a beautiful work of art, each hand drawn cell looks like a wondrous pastel painting. The film looks very different than many other Studio Ghibli productions, but the artistry is still just as spectacular as ever before. The scenes underwater are simply beautiful to watch, Fujimoto's fortress under the sea is highly inventive, and the sequence where Ponyo runs across the jumping fish within the typhoon to reach Sosuke is iconic.<br /><br />Course it is thanks to its wonderfully executed characters that makes this film such a memorable experience. Sosuke is a young boy who acts older than he actually is, and the energetic Ponyo is a laugh a minute. Every character is just so enjoyable and highly memorable.<br /><br />Overall Ponyo is a wondrous experience, enchanting in every single way. While the film may be sold as a children's fairy tale, I believe many adults will be swept away within its fantastic world along with their children. While the film may lack the density of some of Miyazaki's previous works, here he keeps it pure and simple, being true to himself, delivering a film that is funny, heartwarming, and entertaining all in one. This is a magnificent film.<br /><br />I give Ponyo a perfect 10 out of 10!",1
"Its a good film set in Vienna about a cab driver, Toni (Donald Buka), who steals a passenger's identity when the passenger is shot whilst sitting in the back of his cab. This gives him an identity as he is an illegal immigrant, but he needs to play out the role of the victim until he catches a flight to the U.S. with a ticket in the victim's name. Mrs Manelli (Joan Camden) rumbles him but she is accused of having mental problems by her husband, Claude (Francis Lederer), a concert pianist. As a result, Toni is let off the hook. Claude does not want to part from his wife, but she runs away from him. There are several plot twists and eventually both Toni and Mrs Manelli make a run for it together - they are both trying to escape from their lives in Vienna. There is a tense, exciting build-up to the finale. Are they going to get away.....??...<br /><br />Unfortunately, the picture quality isn't fantastic and there is a line that runs down the middle of the picture for a while. The cast are all very good in their roles, especially Francis Lederer's portrayal of Claude. Also important to the story are Heinth (Manfred Inger) as the cab company owner, Marie (Inge Konradi) as Toni's hometown girlfriend and the inspector (Hermann Erhardt). <br /><br />Its a good film.",1
"********SPOILER ALERT************** Wasted 85 minutes of my life watching this ""film"". first of all, we think it is hilarious that the producer cameoed in the film as the autopsy doctor with a horrible unbelieveably unbelievable accent -- what the hell was that anyway, romanian? And how is it that in Denmark no one speaks danish except the bog creatures? (Note, the scottish camp director...). ? And who does the shopping for the bog creatures? Their pants looked like they were purchased at Banana Republic. Very nicely dressed for being 1200 years old. This one was worse than Scarecrow Slayer (we didn't think that was even POSSIBLE). We basically fast forwarded through 75% of the movie looking for any gore/death/scary moments. None found. Do rent the DVD just to watch the 2 hour ""Behind the Scenes of Bog Creatures"" featurette. Who are these people? Are they serious? And the filmmakers are like 60 years old. I think this is their holy grail and that's pathetic enough in and of itself.<br /><br />BEST LINE from the movie, hands down: ""Not bad for a girl who never even went to graduate school...."" My blind grandma who has alzheimers could make a better movie.",0
"Slasher sequel (fourth SLUMBER PART MASSACRE film) concerns a group of nubile cheerleaders stranded in a mountainous cabin in the snow, being offed by a deranged killer. Typical slasher elements for hardcore slasher fans, gore, wonderfully gratuitous female nudity, no plot. Though it wears out its welcome eventually, even at its short length.<br /><br />Original star Brinke Stevens makes a cameo, which only seems to be there for the sake of including her in the movie.",0
"As we are well aware, movies are not set out to be a direct incorporation of history, but it is a disgrace when a movie is made which has absolutely little to no correlation. I wish the director and/or the screen writer had done his/her research in this topic. All this movie does is create a forum for hate between people, while causing a rift that should not be there. This movie portrayed the Sikhs and Muslims in a very negative manor, while making the third group (Hindus) look as if they were non existent in the brutal killings of the people of both nations. The inaccuracies, coupled with the sear disregard for one's faith as portrayed by 'Gian Singh' was a disgrace to the highest format. Though on a more positive note, the actors did a great job in acting in their roles. Both Kristen K and Neve C played their rolls exceptionally. I hope those that watch this movie do not see or use it as a template for the actual historical event.",0
"GoldenEye is a masterpiece. The storyline is amazingly depicted, the characters beautifully animated and the weapons are tyte. The storyline is so interesting, even when you complete every single mission, to get more levels you have to beat them on a higher difficulty. And the multiplayer mode is so tyte. You pick the weapons you want to play with, then play. Me and the three of my friends, along with my brother, always play Goldeneye. If you don't have this game, I suggest you buy it.",1
"This sad romance is untellable because the director decides to break its narration and to offer the points of view of each characters. So, there are a lot of flashbacks, of re-shooting of the same scene. But, it would be an extraordinary moment of cinema to put all the fragments in order to see the result! <br /><br />And it would worth it, because it's for me, just one the best French movie ever made! <br /><br />It has everything: <br /><br />Cast: first steps of Monica Bellucci and Vincent Cassel! Such a presence and such voices, even for a hard-of-hearing! It's symbolic for them to have fallen in love with this movie!<br /><br />Directing: his camera is bright, alive, plays with the sets or can be mysterious with long close-up ""à la David Lynch"".<br /><br />Cinematography: the light is beautiful, between gold and rust, like their love!<br /><br />A never-seen before Paris: It's a Paris out-of-time of more accurately, a composite of a lot of districts! Huge search here! It's look like Gotham City, modern and old at the same time! <br /><br />Music: Not the big orchestra but in perfect tune with the frames. And the song of Charles Aznavour made me discover this great singer! <br /><br />Ah,  the story! As I said, it's a love story but rather tragic: Saying that love can be for nothing, that it doesn't make all people happy or isn't guaranteed for a sweet ending is great because this message isn't often told! Love is passion, which is derivative from the Latin ""pain"". You can suffer a lot when you are in love! Because of the Why .. ?, of the endless waiting, the lack of courage, the indecision. <br /><br />And when you can ease yourself, fate, destiny, god (?), devil (?) can stab you in the back , just because you arrive too soon or too late, and above all, because love means 2 in a world of billions! A lot of things can happen and as much stories can be written! So, what's love? <br /><br />Personally, I lived some moments like this: in a car with the dear one. Her mobile rings and you know it's her ""special friend"" whom she kisses goodbye (and not you, even if we are always together). So, you want to go out of this car to leave them together, to not hear the sweet but cruel words but you can't, because an amazing hard rain just started! <br /><br />I found that this movie depicts those moments of tragedy as no one else!",1
"This movie had the potential to be a decent thriller, but it was hampered by only having about twenty minutes worth of good script, which was mostly used up in the beginning. After that holes started to appear in the story that one could drive a truck through. The movie followed a descending curve from good to ordinary to bad to ludicrous by the time it concluded. It's not recommended.",0
"""The Final Comedown"" wants to ""say something"" about racism and inner-city violence; unfortunately, the message is invalidated by the nonsensical script, the amateurish production, and the heavy-handed polemics. How heavy-handed, you ask? To give you just one example, a black doctor comes out of his hiding place, unarmed, with his hands up in the air, ready to surrender to the police: one of the (all-white) cops says ""Don't shoot him, he's a doctor"", to which another cop replies: ""So what? He's still a n****r"", and proceeds to shoot him in cold blood. The cops are portrayed as ignorant, racist killers, even though at the end there are just as many dead people among them as there are among the black people who staged the riot. And this whole event was meant somehow to ""sensitize"" the white folks to the demeaning treatment of the black folks, when in fact something like this can only breed more hate and violence on both sides. Pamela Jones, as Williams' girlfriend, briefly lights up the screen with her smile and body, particularly in a tender sex scene, and elevates the rating of this movie from 1 to 2 out of 10.",0
"I don't know where this movie was shot, but because it was shot on location, it has the authenticity that this story deserves. It is the story of a young English woman who is taken prisoner by the Japanese in southern Asia at the beginning of WWII, with a group of other English women. There is no prison camp for women so they are forced to march for months from place to place, because the Japanese don't know what to do with them. The courage and resilience of the English women, and the bravery of the Australian soldier who tries to help them, is the core of the movie. This movie is very long, maybe 10 hours, so you can watch it as it was shown on PBS, as a series, which actually adds to the feeling of the endless journey this woman makes from England, across this remote island, and finally Australia. Story, cinematography, location and actors combine to make this a movie not to miss. My only question is why this hasn't been released on DVD!",1
"I remember all the hype around this movie when Aaliyah was killed. Being a fan of Ms. Rice's novels, my first thought was ""how can they do Queen Of The Damned without doing Vampire Lestat first?""<br /><br />Having finally seen the movie, now I can see how they did it. If you have read these books, imagine taking out the gory parts from Vampire Lestat, cramming Marcus and Marius into one character, and removing everything to do with Lestat's beginning (the wolf hunt, his violin playing, the Theatre Of The Vampires, and also Louis, Claudia, and Gabrielle), then in the last 15 minutes cramming in Queen Of The Damned.<br /><br />What we loose is a very important piece of Lestat's character. His inner agony of having to kill to live, the fact that he carefully tries to select killers as his victims, and his love-hate relationship with Louis, Armand, Gabrielle, and all the other vampires.<br /><br />Also important to the story is that we loose the ""Story Of The Twins"", which is the Genesis of Ms. Rice's vampires. And while I am sure the cannibalism was to intense for showing on the screen, they could have done something closer, and showed us more of ancient Egypt.<br /><br />Even worse, we have this love interest thrown in between Jessie and Lestat. The Vampire Chronicles is basically an American Yoni story. For those that do not know, Yoni is another form of Hentai (Japanese Porn Comics). But in Yoni, it is about gay male relationships, told by a female. While I am sure many men object to the ""gayness"" of the characters, in this movie they went to the far extreme the opposite way. For instead of Lestat persueing killers, he goes after young female groupies.<br /><br />And the other flaws in logic and storyline are vast. At the beginning Lestat emerges from a century long sleep, then later on asks Marius how he made it through the 1950's in red velvet. Marius has no idea who Elvis is, and says he slept through that period. Makes you wonder how Lestat knows about 50's fashion and music, since he slept through the same time period himself. And nothing is ever even mentioned about Louis, Claudia, or Gabrielle. I think that is a huge shame. Is like seeing ""Snow White and the 3 Dwarfs"".<br /><br />Overall, the movie I thought was really bad. About the only good thing about it was the soundtrack. Most of the acting was poor, the accents drove me up the wall, and all of the really in-depth parts of the book were removed, leaving us only with a hollow shell, kind of like Enkil after he was sucked dry.<br /><br />If you want to see a good modern vampire movie, get Lost Boys, the original Interview With A Vampire, or even some old episodes of Dark Shadows. Let this one Rest In Piece, with a stake through the heart, cloves of garlic around the neck, and a vial of Holy Water in the mouth.<br /><br />In ending, remember that before Aaliyah was killed, this was intended to go straight to video, no theatrical release was planned. It is obvious now why this was. It is only sad that somebody as talented as she will be remembered for this dog of a movie, instead of something where she really might have shined.<br /><br />I rate this a 2 on a scale of 1-10.",0
"When you watch a Seagal movie, you expect good action. You expect fighting, not just a lot of shooting like in this flick. And: you expect a rather simple story. OK, I can live with a more complex story even though it's a Seagal movie. But this one, this is, I don't know what to say. It's very, very confusing indeed. At the end of the movie, I had major problems figuring out what had happened. And I know I'm not the only one. The story lacks so much information and is so full of plot holes that it's nearly impossible to keep track of what's happening in the movie. There are many people in the movie, people change sides all the time, and it switches locations too often. Terrible. I just don't understand why it looks like Seagal is making a sort of sequel to this one.",0
"What I liked best about this flick was the chance to see Joan Woodbury, who awe-struck me as one of the several beauties in the Charles Boyer classic ""Algiers"", in a leading role. She does well as Rita, an orphan who rises to make good as a lady crime boss. Her ascent to the top reminds me of Joan Crawford's characters, e.g. Mildred Pierce, who realize their ambitions by fierce determination and willpower. If you're looking for a film noir classic, better look elsewhere. At several points, it's difficult to know where this story is going. I first got the impression that it was going to encompass Rita's plot for revenge against the father and son who tricked her into taking the rap for a drunk driving death perpetrated by the playboy son. But payback time ended up being only a minor point, and a springboard to the somewhat confusing second part of the film, where Rita becomes increasingly involved in city corruption. Anyway, it's only 72 minutes, so a second viewing should clear up any haziness. My copy is from a Platinum box set called ""Mobster Movies"". The picture quality is good, but the soundtrack sucks, constantly skipping fragments of dialog. There are eight films in the $5.50 box, making each movie a fair 69 cents. Look for Anne Archer's father, John Archer, as Rita's childhood friend Bob. Alan Ladd doesn't get much screen time. It's definitely Joan Woodbury's picture.",0
"I love this show. It's clever and very well acted. David Morse and Andre Braugher have great chemistry. The writing is clever and subplots generally give great comic relief. After every new episode, I'm always amazed how thought provoking and at the same time entertaining this show is. My only complaint would be Donna Murphy's absence, at this point, in the second season. As David Morse ex-wife, Heather, she added such character to the show.<br /><br />I think this show is a credit to the crime/drama genre. With that said - I can not for the life of me understand why this show has such a low rating. Would someone please who gave this show a 1 rating back it up with a critique?",1
"Jim Brown stars and produces a tale set in the Philippines just after the Japanese invasion. The story has the Japanese taking several navy men prisoner including some divers, who they use to retrieve the gold that MacArthur had dumped into the Manila bay.<br /><br />It's a messy movie aiming to make a statement about war and racism (The film uses Edwin McCain's War in a not so subtle montage). The performances are just adequate at best. Jim Brown is okay, but he doesn't really show any sort of range in a performance that just has him standing there looking annoyed. The sets are serviceable but seem rather cheap. The film suffers from the outset due to a great deal of stock footage including many of the best known shots from the Japanese attack in Tora! Tora! Tora!. The use of such big budget sequence effectively makes the rest of the film look positively anemic; it also reminds one that there are better films out there one could be watching. For me the film seems to have half a real plot, the retrieval of the silver, and half a plot that is there just to fill time. None of it is particularly exciting even with the explosive finale.<br /><br />Given the choice I'd take a pass.",0
"I did enjoy watching Squire Trelane jerk around the crew in this episode, though after a while the whole thing just seemed a little too long. Sure, the histrionics were kind of funny for a while, and the ending was a pretty good way to wrap the whole thing together. I think the problem was that I enjoyed seeing Trelane when he was full of bravado and fun, the fun seemed to vanish when Trelane became vindictive and nasty. Talk about a mood killer--going from the obnoxious but affable host to the guy sentencing Kirk to death! But, despite this, the episode was enjoyable and worth my time. For die-hard Trekkies, this is a must-see, for others it's just a pretty run of the mill one.",1
"The film version of 'Rising Damp' came out two years after the television series ended. Like many fans I duly went along to the cinema when it opened. I came away bitterly disappointed. Eric Chappell could not have spent very much time writing the script; most of it is rehashed ideas from old episodes. At the time of the film's release, the 'Rising Damp' series was still being repeated regularly on I.T.V. so the public was being asked to pay to see something they'd seen already. At least the 'On The Buses' movies boasted original screenplays.<br /><br />Secondly, Richard Beckinsale had died the year before, so they eliminated the character of 'Alan' as a mark of respect, substituting art student 'John', played by Christopher Strauli of 'Only When I Laugh' fame. It simply wasn't the same.<br /><br />As another poster has pointed out, Rigsby's boarding house looked nothing like the one used in the series, being bigger and altogether cleaner.<br /><br />Director Joe McGrath was one of the directors who worked on the original 'Casino Royale', a film steeped in surreal humour. 'Rising Damp' also has its share of 'Walter Mitty' style fantasy sequences, such as the 'Saturday Night Fever' parody. Personally, I found them horribly out of place. A case of 'over-egging the pudding'.<br /><br />On the plus side, Leonard Rossiter is as magnificent as ever as the seedy 'Rigsby', as are Frances De La Tour as 'Ruth' and Don Warrington as 'Philip. Its just a shame the film isn't worthy of their talents.<br /><br />When Rossiter died in 1984, it was shown by I.T.V. as a tribute, with its final scene - showing Rigsby laying prostrate at the foot of the stairs - removed in the interests of good taste.",0
"Haines is excellent as the brash cadet who thinks West Point will really amount to something now that he has arrived. Haines displays his easy, goofy comic persona as he takes on West Point and Joan Crawford, the local beauty. Great fun for the first half. And amazingly touching after Haines's character goes too far and nearly gets shunned by fellow cadets. The new, humility-filled Haines get s alast-minute reprieve to play in the bill football game against Navy and, despite a broken arm, wins the game. Great, rousing entertainment by MGM in this Haines formula film, shows Billy at his best. William Bakewell also scores as the skinny follower. The handsome-but-goony character would be played by Clark Gable, Cary Grant, Gary Cooper and others in later decades, another take on the beautiful-but-daffy dames played by Carole Lombard and Marion Davies. West Point is a winner!",1
"I thoroughly enjoyed this movie...and I watch it from time to time still. I've used it in my music classes at the school where I teach. The kids seem to enjoy it, although, they wish it were in color.<br /><br />The best thing about this movie is, for me, who grew up after Heifetz had died, is the chance to actually see the master violinist work his craft! I was surprised at how ""up to date"" the story line is. Although, references to ""reform school"" are outdated. A boy, whose father had died, and is being raised by his mom and stepfather....most of our kids today are being raised by stepparents, although the movie makes it seem like most stepparents are cruel. I get VERY angry when his mother doesn't take his side and defend his actions against the step-father.<br /><br />Also, the musical selections are difficult to believe. I find it unbelievable that a child, who looks to be about 8, can play the ""Minute Waltz"", or that a 13 year old girl could sing an aria from Rigoletto.<br /><br />Other than that, it's a really fun, feel good movie and I do recommend it. I wish it would come out on DVD.",1
"Baby boom was bad enough, basically making a series of every straight mans nightmare is worse. Yeah watched a few always made me feel better after a bad day, it reminded me it could be worse. Guy was rich successful, single(smart man), and dating celebs from singers to actresses, then his screw up of a cousin dumps his biggest mistake on him. In reality it would have been straight to foster care I'm sure, this was definitely a chic series. Oh and what's all the wining about the baby change, most the time it's probably a doll besides at that age it's nothing more than a prop anyways.<br /><br />Any case I'm glad it didn't last more than a year.",0
"From the start of ""The Edge Of Love"", the viewer is transported to the striking world of WW2 London. We follow the lives of four people who might have been created just for this movie, an exploration of female friendship and the strains caused on it by marriage and infidelity. Except one of the characters is named Dylan Thomas, perhaps the greatest English poet of the 20th century. And his reactions to the world around him were not only selfish, but at times truly despicable. <br /><br />This movie is based on Thomas' writings about love and romance. These were adapted with a sharp screenplay by Sharman MacDonald (Keira Knightley's mother). The director, John Maybury, does claim that the three other lead characters were actual people. <br /><br />All four are performed very strongly. Sienna Miller is Dylan's wife, Keira Knightley is the cabaret singer Vera Phillips. Matthew Rhys is Dylan Thomas, and Cillian Murphy is William Killick. The first section of the movie takes place in London during the Nazi air raids, with Vera being pursued by Willaim, a soldier waiting for deployment. By a chance encounter, Dylan meets with his first love, Vera. From there Vera meets Caitlin, Dylan's wife. While the three are drinking, William successfully breaks Vera's guard. <br /><br />The film follows their lives as Vera and William are married and he is sent to war. Vera has become pregnant, and returns to Wales with Dylan and Caitlin. There they face a gritty existence, with Vera supporting Dylan and Caitlin with her husband's war pay. Through these times, Vera's and Caitlin's friendship grows. So does Dylan's infatuation with Vera. She gives in. This creates the first test for the two women. <br /><br />When William returns from war, he barely recognizes his wife, and has no bond with his infant son. Things get worse, as Dylan idly watches his friend struggle with battleground fatigue (post traumatic stress disorder). William realizes something has happened between Dylan and Vera, and in a drunken rage shoots up Dylan's house.<br /><br />""Edge Of Love"" starts as a stylish romance in war torn London and ends in the stark, gritty life of motherhood, infidelity, and attempted murder in Wales. The treatment of PTSD is well done, and should speak to an American audience. Some day (see ending).<br /><br />Each star has a great moment. Miller when she is yanking out stitches in her head in response to her abortion of another man's child. Knightley and Murpy when he finally bonds with his son. Oh hell, almost all their scenes are awesome. And Rhys when he purgers himself on the stand to get Vera's husband sent to jail. <br /><br />Yet, the real star of the movie is Jonathan Freeman's cinematography and John Maybury's direction. They seem to understand that no matter how good the story or how historical Thomas is, this is a film dominated by two great actresses of our time. And they cherish their scenes with stunning shots. While this isn't best picture material, it is a very good movie (much more engaging than ""The Dutchess""). It has a visual lyricism that accentuates the use of Thomas' poetry. Also, this is clearly Knightley's second best performance of her career, and perhaps Miller's best. <br /><br />I have always had a weakness for the Artist in struggle, whether it's Hulce's Mozart, or Hoffman's Capote. But I was stunned at how little sympathy I felt for Dylan Thomas. His struggles with alcohol are well known. But his antagonism of William and Caitlin to gain possession of his first love Vera makes him out to be.....a bad man.<br /><br />So is this Academy Award Worthy? Clearly no. At least, not this year. It will be released state side in March, 2009, making it ineligible for the Academies. This is 9 months after it was released in Britain. Between Atonement, Miss Pettigrew, and Brideshead Revisited, the US has had its fill of WW2 British period pieces. Too bad. This film is better then the other ones, except Atonement. But in this one, Knightley's soldier does come back, but as a shell of the man who left her.",1
"I have always loved bad creations, rhetorical criticism and my film professor validated that for me in college. This is not as bad as The Star Wars Holiday Special, there is nothing bottom of the lunchbox than that mistake. This The Fantastic Four film, complete with the I-have-no-idea-why-hes-excessively-tweaking-his-fingers Doctor Doom, is high on the list of colossal mistakes. Doom's dialogue ""Kill him!...Let him go!"" is classic as it is staggering in its hilarity. The editing is good, and the director of photography isn't half-bad...those are the up-sides. I cannot, however, subject all my friends to watch in its entirety, but if I can get the chance I show them the ""can Jonny and Sue come to outer space with us!"" scene I do. I also include the final scene scene, where Redd Richards in his FF outfit for some reason, alongside his bride Sue in her wedding dress, get into the limo...the payoff is the extendo arm in farewell as they drive away. Most people are in complete disbelief that something like this exists.",0
"It seems a lot of Europeans and Americans see Indian movies for the wrong reason; I see some people are complaining that this movie did not have any dance sequence! A class apart from their Hindi counterparts, Bengali movies tend to be more realistic. Rituparno Ghosh is one of the best young directors in India, being widely known for his choice of subjects for the movies and the strength of his scripts. 'Chokher bali' is a perfect example. A faithful adaptation of the Nobel laureate Tagore's novel dealing with the pursuit of sexual pleasure of a Bengali widow, the director gives a new dimension to the much acclaimed and controversial work.",1
"Well, I tend to watch films for one of three reasons. Unfortunately, there are no Transformers in this film, so I can recommend it only on comedy value and pretty women (read girls)<br /><br />Yes, it is funny, I know this due to the number of people in the cinema who were laughing on a regular basis throughout. Personally though, I loved it for Laura Fraser, who IMHO is FIT!",1
"When someone refers to the independent cinema realm in the United States it's often inferred that it means the filmmaker or people behind the project had much more creative freedom and did what they wanted. This, today, is not really always the case unless someone is a solid ""auteur"" and creative freedom still comes with the caveat that one has to find distribution with one of the independent divisions of major studios or by getting picked up somehow for some kind of low-level deal at a worthwhile film festival. But Putney Swope, Robert Downey Sr's film about a tough-as-nails African-American accidentally promoted to head advertising guru at a production company, *is* independent cinema, the kind of work that went right along with the likes or Romero's Night of the Living Dead and Cassavetes Faces at the same time of getting no real typical studio distribution but causing waves, kicking ass and taking names in the cinema world. For all its moments that are rough and crude, it's unforgettable.<br /><br />It's also a film that is funny, very and excruciatingly funny. Sometimes the sense of humor is just so ridiculous it's nearly impossible not to laugh, from the mere appearance of the President Mimeo with his wife to lines of dialog from the advertisements Swope's team puts together like ""I can't eat an air conditioner"" in a real ""soul"" voice. It is as smart as the audience it is aiming at, which is anyone with two brain cells to put together who can see that this work isn't offensive or *too* shocking because it's meant to rattle the cage, and it does this pretty well in the first five minutes. Once that's past Downey Sr goes on his blitz of sorts as far as being a filmmaker with nothing to lose: his protagonist is part Fidel Castro, part Isaac Hayes circa 1972 (and yes it's 1969 in the film) and part hard-assed ad exec with a firing streak to make Mr. Spacely on the Jetsons look kind. And don't forget those side characters, dear God.<br /><br />There's so many memorable lines and moments that it's hard to keep track. From maybe the most hilarious botched assassination attempt in any movie to the one ad for ""Face-Off"" skin cream that includes lines that would give South Park a run for its dirty-mouth money, to just little asides with the one guy from Jack Hill's movies playing the Muslim who keeps giving lip to Swope and that one boy with the the nun who curses up a storm and impresses Swope in a swift stroke. It's a pretty direct message about media and advertising, but there's also a lot of powerful moments where it just hits the nail on the head about racism in America, sometimes without having to do more than a gesture and sometimes with doing something HUGE like having black panther types going this way and that around Swope's advertising regime. And for a low-budget production (I mean super low, hence the comparison to Night of the Living Dead and Faces) Downey got some really good actors, all non-union, and it's hard to imagine that some of them might have had their first time on camera here.<br /><br />It should be mentioned that Downey's style doesn't make it perfect: it is crude and sometimes too crazy and dated for its own good, and I'm sure I didn't get some of the underlying humor of a couple of the ads since I'm from a full generation after these ads were aired (albeit the ""Miss Redneck Jersey"" was definitely not lost on me). In general though this is one of the finest of its time period, a satire that stings and a feature with a predominantly black cast that is all too knowing of what comes from an excess of power, regardless of skin color. It is, as someone might say, ""good s***.""",1
"I'll admit that the first time I managed to catch Sci-Fi's ""Sci-Fi Prime"" was last week, but despite the fact that I was a huge Sliders fan coming into the experience, Farscape is now easily my favorite of the four shows.<br /><br />Unlike most modern Sci-Fi shows (including, regrettably, the two new Star Trek series), this show manages to be fun without coming across as fodder for MST3K.",1
